t_sec,alpha_x,alpha_y,alpha_z,omega_z_abs,residual_rms,a_c_x,a_c_y,a_c_z,s1_raw_x,s1_raw_y,s1_raw_z,s1_cal_x,s1_cal_y,s1_cal_z,s1_disk_x,s1_disk_y,s1_disk_z,s2_raw_x,s2_raw_y,s2_raw_z,s2_cal_x,s2_cal_y,s2_cal_z,s2_disk_x,s2_disk_y,s2_disk_z,s3_raw_x,s3_raw_y,s3_raw_z,s3_cal_x,s3_cal_y,s3_cal_z,s3_disk_x,s3_disk_y,s3_disk_z,s4_raw_x,s4_raw_y,s4_raw_z,s4_cal_x,s4_cal_y,s4_cal_z,s4_disk_x,s4_disk_y,s4_disk_z
4.8959,0.647713,-1.000712,2.698211,1.337109,0.036488,-0.360628,-0.926256,9.731191,-0.0858,-0.1248,0.9906,-0.06436,-0.11829,0.99931,-0.63113,-1.16003,9.79993,-0.0156,-0.039,0.9282,-0.0526,-0.07211,1.00612,-0.60283,-0.51837,9.87345,-0.0507,-0.0663,0.9633,-0.01996,-0.08103,0.98146,-0.05949,-0.69841,9.63411,-0.0819,-0.0156,0.9945,-0.04552,-0.03946,0.98828,-0.14906,-1.32821,9.61727
4.9178,0.548872,-0.204882,9.205964,1.242424,0.046801,-0.136525,-0.972761,9.7272,-0.156,-0.1248,0.9867,-0.13168,-0.11829,0.99531,-1.29131,-1.16003,9.76061,-0.0897,-0.0039,0.9126,-0.12469,-0.03837,0.99041,-0.28159,0.20468,9.79027,-0.1599,-0.0624,0.9594,-0.12582,-0.0773,0.97753,0.97992,-0.69816,9.6201,-0.1755,-0.0351,1.014,-0.13718,-0.05849,1.0079,0.04688,-2.23753,9.73782
4.9397,-1.565836,2.020408,1.284603,1.169994,0.089361,-0.113872,-0.698273,9.732396,-0.0663,-0.1014,0.9594,-0.04566,-0.09522,0.96724,-0.44775,-0.93377,9.48538,-0.0117,0.0078,0.8931,-0.04881,-0.02712,0.97076,-0.16521,-0.51406,9.52037,-0.0546,-0.0819,0.9867,-0.02374,-0.09598,1.00505,-0.03283,-0.58841,9.88624,-0.0195,-0.0546,1.0296,0.01558,-0.07751,1.02359,0.19031,-0.75686,10.0376
4.9616,-1.519319,2.011351,-7.279606,0.968675,0.033254,-0.046091,-0.632467,9.754025,0.0819,-0.0819,0.9633,0.09646,-0.07599,0.97125,0.94597,-0.74521,9.5247,0.0936,0.0039,0.9048,0.05363,-0.03087,0.98255,-0.18954,-1.52556,9.53143,0.0468,-0.0936,0.9906,0.07456,-0.10718,1.00899,-1.0006,-0.51414,9.91365,0.0858,-0.0429,1.0218,0.1187,-0.0661,1.01574,0.05981,0.25504,10.04633
4.9834,-1.309264,-0.399045,-6.818946,1.246704,0.046596,-0.277241,-0.838526,9.727843,0.0351,-0.1092,0.9672,0.05158,-0.10291,0.97526,0.50584,-1.00919,9.56402,0.1209,-0.0234,0.9321,0.08019,-0.05711,1.01005,-0.44094,-1.81567,9.77516,0.0585,-0.0858,0.9906,0.0859,-0.09971,1.00899,-1.10929,-0.58975,9.89919,0.0624,-0.0273,0.9867,0.09578,-0.05087,0.98043,-0.06459,0.0605,9.673
5.0052,0.253307,-1.757251,-2.944264,1.375582,0.036614,-0.454833,-0.9558,9.759627,-0.0273,-0.1248,0.9867,-0.00826,-0.11829,0.99531,-0.08098,-1.16003,9.76061,0.0741,-0.0546,0.9516,0.03466,-0.0871,1.02969,-0.73779,-1.39519,10.016,0.0234,-0.0702,0.9711,0.05187,-0.08477,0.98933,-0.76641,-0.69484,9.69576,-0.0039,-0.0078,0.9828,0.03086,-0.03185,0.97651,-0.23416,-0.57315,9.56614
5.0271,0.929351,-2.754585,3.544679,1.428111,0.092899,-0.438044,-1.049144,9.760691,-0.1287,-0.1326,0.9945,-0.1055,-0.12598,1.00332,-1.03458,-1.23545,9.83925,0.0117,-0.0468,0.9594,-0.02605,-0.0796,1.03755,-0.67002,-0.81024,10.15368,-0.0702,-0.0663,0.9594,-0.03887,-0.08103,0.97753,0.12665,-0.68701,9.60133,-0.0975,-0.0117,0.9789,-0.0608,-0.03565,0.97259,-0.17423,-1.46388,9.44851
5.0489,-0.133797,-1.16049,8.948438,1.121982,0.089483,-0.112598,-1.168522,9.686991,-0.156,-0.1287,0.975,-0.13168,-0.12214,0.98328,-1.29131,-1.19774,9.64265,-0.0468,-0.0039,0.9243,-0.08295,-0.03837,1.00219,-0.27576,-0.21433,9.86274,-0.1716,-0.0468,0.9672,-0.13717,-0.06236,0.98539,1.09412,-0.85153,9.67691,-0.195,-0.0312,0.9984,-0.15628,-0.05468,0.9922,0.02256,-2.41049,9.56566
5.0708,-1.192609,2.669511,-0.912963,1.106045,0.060035,0.044871,-0.898498,9.701188,0.0039,-0.1014,0.9672,0.02166,-0.09522,0.97526,0.21243,-0.93377,9.56402,0.0507,0.0039,0.8814,0.01189,-0.03087,0.95898,-0.19665,-1.09457,9.34401,-0.0546,-0.0702,0.9867,-0.02374,-0.08477,1.00505,-0.02916,-0.69694,9.86933,-0.0312,-0.0546,1.0296,0.00413,-0.07751,1.02359,0.19287,-0.86872,10.0274
5.0926,-1.980706,1.927431,-9.986015,1.186024,0.044723,0.073361,-0.642036,9.734854,0.1248,-0.0819,0.9555,0.1376,-0.07599,0.96323,1.34941,-0.74521,9.44606,0.1404,0.0039,0.9087,0.09916,-0.03087,0.98648,-0.18416,-1.97358,9.5234,0.0624,-0.0975,0.9945,0.08968,-0.11092,1.01292,-1.15092,-0.48828,9.95312,0.1248,-0.0663,1.014,0.15689,-0.08893,1.0079,0.27911,0.63893,10.01683
5.1145,-1.424424,0.986932,-2.168882,1.383754,0.089314,-0.1676,-0.785853,9.710879,0.0117,-0.1014,0.9633,0.02914,-0.09522,0.97125,0.28578,-0.93377,9.5247,0.039,-0.0273,0.9048,0.00051,-0.06086,0.98255,-0.48936,-1.0111,9.5884,-0.0039,-0.0936,0.9867,0.02541,-0.10718,1.00505,-0.51809,-0.49403,9.88935,-0.0156,-0.039,1.0101,0.0194,-0.06229,1.00397,0.05127,-0.70451,9.84106
5.1364,0.494126,-3.092844,2.145387,1.518219,0.058652,-0.410946,-1.013755,9.744988,-0.1014,-0.1365,0.9867,-0.07932,-0.12983,0.99531,-0.77784,-1.27316,9.76061,0.0156,-0.0507,0.9633,-0.02225,-0.08335,1.04148,-0.70593,-0.85168,10.1885,-0.0507,-0.0663,0.9633,-0.01996,-0.08103,0.98146,-0.05949,-0.69841,9.63411,-0.0741,-0.0195,0.9711,-0.03788,-0.04326,0.96474,-0.10052,-1.23177,9.39673
5.1582,1.292692,-2.225194,9.04942,1.310943,0.045573,-0.462089,-1.096197,9.7203,-0.1833,-0.1365,0.9945,-0.15786,-0.12983,1.00332,-1.54805,-1.27316,9.83925,-0.078,-0.0546,0.9399,-0.11331,-0.0871,1.01791,-0.75517,0.0599,10.05164,-0.1326,-0.0429,0.9516,-0.09936,-0.05862,0.96966,0.72855,-0.87473,9.50832,-0.1833,0.0,0.9906,-0.14482,-0.02423,0.98436,-0.27369,-2.2968,9.48199
5.1801,-0.511582,-1.721249,2.667086,1.084207,0.05168,-0.165137,-1.016932,9.769856,-0.0624,-0.1209,0.9789,-0.04192,-0.11444,0.98729,-0.41107,-1.12232,9.68197,-0.0039,-0.0117,0.9438,-0.04122,-0.04587,1.02183,-0.34259,-0.64222,10.01258,-0.0702,-0.0546,0.9828,-0.03887,-0.06983,1.00112,0.12483,-0.83133,9.81294,-0.0975,-0.0273,0.9906,-0.0608,-0.05087,0.98436,-0.03172,-1.47186,9.57194
5.2021,-0.911339,2.499612,-3.681923,1.143474,0.094157,-0.014876,-0.775441,9.748199,0.0507,-0.0975,0.975,0.06654,-0.09137,0.98328,0.65255,-0.89605,9.64265,0.0546,0.0,0.8892,0.01569,-0.03462,0.96683,-0.23214,-1.14,9.41714,0.0039,-0.0858,0.9867,0.03297,-0.09971,1.00505,-0.58974,-0.56856,9.87596,0.0078,-0.0468,1.0296,0.04232,-0.0699,1.02359,0.10982,-0.49715,10.05704
5.2240,-2.021481,1.98992,-6.417099,1.2391,0.066762,0.095312,-0.750149,9.720843,0.0858,-0.0897,0.9594,0.1002,-0.08368,0.96724,0.98264,-0.82063,9.48538,0.1053,0.0078,0.897,0.06501,-0.02712,0.97469,-0.15241,-1.62813,9.44284,0.0195,-0.0975,0.9984,0.04809,-0.11092,1.01685,-0.74434,-0.48228,10.00288,0.0507,-0.0663,1.014,0.08433,-0.08893,1.0079,0.29535,-0.06955,9.95226
5.2458,-1.828046,1.305395,-3.238367,1.176778,0.064329,-0.112625,-0.861655,9.701234,0.0195,-0.1053,0.9555,0.03662,-0.09906,0.96323,0.35914,-0.97148,9.44606,0.0702,-0.0039,0.9048,0.03086,-0.03837,0.98255,-0.26553,-1.30444,9.55532,0.0039,-0.0858,0.9906,0.03297,-0.09971,1.00899,-0.59065,-0.57452,9.91404,-0.0039,-0.039,1.014,0.03086,-0.06229,1.0079,0.04654,-0.59618,9.8895
5.2678,0.431959,-2.252392,6.417257,1.36525,0.099134,-0.317087,-1.073914,9.731518,-0.1287,-0.1248,0.9867,-0.1055,-0.11829,0.99531,-1.03458,-1.16003,9.76061,-0.0351,-0.039,0.9438,-0.07157,-0.07211,1.02183,-0.60318,-0.34933,10.04602,-0.1092,-0.0663,0.9633,-0.07667,-0.08103,0.98146,0.49619,-0.6821,9.65003,-0.1638,-0.0156,0.9867,-0.12572,-0.03946,0.98043,-0.12679,-2.1042,9.46941
5.2897,0.113559,-1.938271,7.166963,1.199239,0.066924,-0.398319,-1.155121,9.692617,-0.1638,-0.1365,0.9789,-0.13916,-0.12983,0.98729,-1.36467,-1.27316,9.68197,-0.0312,-0.0429,0.936,-0.06778,-0.07585,1.01398,-0.64038,-0.3788,9.9659,-0.1248,-0.039,0.9672,-0.0918,-0.05489,0.98539,0.65202,-0.93694,9.6529,-0.156,-0.0039,0.9867,-0.11809,-0.02804,0.98043,-0.24025,-2.03159,9.4697
5.3117,0.71532,-0.975318,-1.131724,0.971947,0.123053,-0.204401,-0.993714,9.734819,-0.0039,-0.1053,0.9906,0.01418,-0.09906,0.99931,0.13908,-0.97148,9.79993,0.0468,-0.0156,0.936,0.0081,-0.04962,1.01398,-0.37484,-1.11571,9.88611,-0.0078,-0.0624,0.9633,0.02163,-0.0773,0.98146,-0.46576,-0.74655,9.61681,-0.0624,-0.0195,0.9945,-0.02643,-0.04326,0.98828,-0.11608,-1.14111,9.63643
5.3335,-1.788782,2.266457,-6.0319,1.086319,0.037359,-0.016076,-0.750438,9.727875,0.0624,-0.0975,0.9594,0.07776,-0.09137,0.96724,0.76258,-0.89605,9.48538,0.0975,0.0,0.897,0.05742,-0.03462,0.97469,-0.22674,-1.55502,9.4513,0.0156,-0.0819,0.9945,0.04431,-0.09598,1.01292,-0.70148,-0.61993,9.94331,0.0663,-0.0468,1.0218,0.0996,-0.0699,1.01574,0.10133,0.06925,10.03151
5.3554,-2.324769,1.821138,-1.485281,1.207629,0.023378,0.033018,-0.739413,9.726816,0.0039,-0.0975,0.9516,0.02166,-0.09137,0.95922,0.21243,-0.89605,9.40675,0.0312,0.0078,0.897,-0.00708,-0.02712,0.97469,-0.16025,-0.92508,9.51621,-0.039,-0.0858,0.9984,-0.00862,-0.09971,1.01685,-0.18498,-0.57449,10.00189,0.0,-0.0624,1.0218,0.03468,-0.08513,1.01574,0.26487,-0.56203,9.98242
5.3773,-1.066523,-0.04014,0.043976,1.221287,0.03794,-0.051793,-0.854587,9.707431,-0.0195,-0.1092,0.9633,-0.00078,-0.10291,0.97125,-0.00763,-1.00919,9.5247,0.0195,-0.0039,0.9204,-0.01846,-0.03837,0.99826,-0.26917,-0.83938,9.75878,-0.0507,-0.0741,0.9789,-0.01996,-0.0885,0.99719,-0.0656,-0.64992,9.79773,-0.039,-0.0468,1.0023,-0.00351,-0.0699,0.99613,0.13523,-0.91986,9.74851
5.3991,-0.405549,-0.567823,4.612625,1.127739,0.060534,-0.285792,-1.031054,9.730395,-0.1014,-0.1209,0.9789,-0.07932,-0.11444,0.98729,-0.77784,-1.12232,9.68197,-0.0195,-0.0273,0.9204,-0.0564,-0.06086,0.99826,-0.49383,-0.47204,9.79959,-0.0897,-0.0585,0.9789,-0.05777,-0.07356,0.99719,0.30975,-0.78375,9.78579,-0.1248,-0.0117,1.0023,-0.08753,-0.03565,0.99613,-0.18125,-1.74611,9.65423
5.4210,0.522621,-3.221388,8.997561,1.128791,0.033247,-0.30337,-1.088163,9.720775,-0.1716,-0.1287,0.9867,-0.14664,-0.12214,0.99531,-1.43802,-1.19774,9.76061,-0.0741,-0.0273,0.9516,-0.10951,-0.06086,1.02969,-0.49618,0.01405,10.16017,-0.1482,-0.0429,0.9633,-0.11448,-0.05862,0.98146,0.87399,-0.88827,9.62682,-0.1833,-0.0117,0.975,-0.14482,-0.03565,0.96866,-0.15327,-2.28069,9.3355
5.4428,-0.340791,-0.322433,2.876952,0.934676,0.033216,-0.279067,-0.958271,9.752843,-0.0936,-0.117,0.9789,-0.07184,-0.1106,0.98729,-0.70449,-1.08461,9.68197,-0.0039,-0.0156,0.9243,-0.04122,-0.04962,1.00219,-0.38149,-0.6227,9.82136,-0.0702,-0.0507,0.9789,-0.03887,-0.06609,0.99719,0.12697,-0.86154,9.76922,-0.0741,-0.0156,1.0062,-0.03788,-0.03946,1.00005,-0.15727,-1.26424,9.73882
5.4647,-0.341829,0.40926,-4.432602,0.870128,0.029928,-0.092332,-0.812375,9.758463,0.0312,-0.0936,0.9789,0.04784,-0.08753,0.98729,0.46917,-0.85834,9.68197,0.078,0.0,0.9243,0.03845,-0.03462,1.00219,-0.2258,-1.39796,9.73881,0.0117,-0.0663,0.9789,0.04053,-0.08103,0.99719,-0.65588,-0.73968,9.76948,0.0312,-0.039,1.0062,0.06523,-0.06229,1.00005,0.04318,-0.25352,9.84358
5.4866,-0.957386,2.187864,-7.64076,1.037332,0.085307,-0.098398,-0.789093,9.76953,0.0546,-0.0936,0.9789,0.07028,-0.08753,0.98729,0.68923,-0.85834,9.68197,0.1326,0.0039,0.9009,0.09157,-0.03087,0.97862,-0.18584,-1.89159,9.4545,0.0546,-0.078,0.9945,0.08212,-0.09224,1.01292,-1.07071,-0.66698,9.92706,0.0858,-0.0546,1.0179,0.1187,-0.07751,1.01182,0.17373,0.26054,10.01459
5.5085,-2.354538,0.299349,-0.23087,1.069139,0.028175,-0.098384,-0.90632,9.689029,-0.0234,-0.1092,0.9477,-0.00452,-0.10291,0.95521,-0.04431,-1.00919,9.36743,0.0312,-0.0078,0.9126,-0.00708,-0.04212,0.99041,-0.30555,-0.94285,9.67093,-0.0468,-0.0624,0.9984,-0.01618,-0.0773,1.01685,-0.10355,-0.78936,9.97019,-0.0351,-0.039,1.0023,0.00031,-0.06229,0.99613,0.05987,-0.88389,9.74757
5.5303,0.398973,-1.291646,1.672516,1.15962,0.048341,-0.165922,-0.973847,9.753808,-0.0507,-0.117,0.9867,-0.0307,-0.1106,0.99531,-0.30104,-1.08461,9.76061,0.0078,-0.0195,0.9399,-0.02984,-0.05336,1.01791,-0.41529,-0.75013,9.96341,-0.0624,-0.0546,0.9672,-0.0313,-0.06983,0.98539,0.0544,-0.80964,9.65847,-0.0741,-0.0312,0.9945,-0.03788,-0.05468,0.98828,-0.00176,-1.25101,9.63275
5.5522,1.075643,-1.666912,10.310005,1.079653,0.038893,-0.259846,-1.02459,9.698868,-0.1872,-0.1209,0.9906,-0.1616,-0.11444,0.99931,-1.58473,-1.12232,9.79993,-0.0936,-0.0195,0.9282,-0.12848,-0.05336,1.00612,-0.4273,0.22392,9.94886,-0.1716,-0.0468,0.9516,-0.13717,-0.06236,0.96966,1.09778,-0.82767,9.52456,-0.1911,-0.0156,0.9945,-0.15246,-0.03946,0.98828,-0.12514,-2.37229,9.52213
5.5740,-0.783009,-1.198224,2.765213,0.770031,0.038512,-0.156303,-0.995278,9.738658,-0.078,-0.1092,0.9711,-0.05688,-0.10291,0.97927,-0.55778,-1.00919,9.60334,0.0039,0.0,0.936,-0.03363,-0.03462,1.01398,-0.23235,-0.70689,9.92713,-0.078,-0.0468,0.9828,-0.04643,-0.06236,1.00112,0.20137,-0.9015,9.80379,-0.0858,-0.0273,0.9945,-0.04934,-0.05087,0.98828,-0.03645,-1.36353,9.62038
5.5959,-0.099671,2.05544,1.754201,0.738406,0.029374,-0.119678,-0.813677,9.753832,-0.0546,-0.0897,0.9867,-0.03444,-0.08368,0.99531,-0.33772,-0.82063,9.76061,0.0,0.0,0.8892,-0.03743,-0.03462,0.96683,-0.23792,-0.62197,9.4712,-0.0702,-0.0624,0.9789,-0.03887,-0.0773,0.99719,0.1233,-0.75301,9.78612,-0.0507,-0.0312,1.0296,-0.01497,-0.05468,1.02359,-0.02637,-1.0591,9.99739
5.6177,-2.777286,-0.220399,-3.895839,0.784234,0.055103,-0.017645,-0.869329,9.752781,0.0312,-0.0897,0.9477,0.04784,-0.08368,0.95521,0.46917,-0.82063,9.36743,0.0819,0.0078,0.9321,0.04225,-0.02712,1.01005,-0.15102,-1.44206,9.81085,-0.0039,-0.0663,1.0101,0.02541,-0.08103,1.02865,-0.51502,-0.78305,10.07841,0.0117,-0.0468,0.9984,0.04614,-0.0699,0.9922,0.12629,-0.43158,9.75443
5.6396,-0.105565,1.213037,-3.665107,1.004844,0.049909,-0.057195,-0.760881,9.727305,0.0312,-0.0936,0.975,0.04784,-0.08753,0.98328,0.46917,-0.85834,9.64265,0.0585,0.0,0.9126,0.01948,-0.03462,0.99041,-0.22915,-1.20097,9.64317,0.0,-0.0741,0.9672,0.02919,-0.0885,0.98539,-0.54444,-0.64617,9.66968,0.0234,-0.0429,1.0179,0.05759,-0.0661,1.01182,0.07565,-0.33804,9.95371
5.6614,-1.681542,-0.912038,-3.691666,0.950257,0.063099,-0.070715,-0.900351,9.724794,0.0351,-0.117,0.9594,0.05158,-0.1106,0.96724,0.50584,-1.08461,9.48538,0.0663,-0.0039,0.936,0.02707,-0.03837,1.01398,-0.26251,-1.29938,9.86571,-0.0078,-0.0585,0.9945,0.02163,-0.07356,1.01292,-0.47187,-0.83045,9.91586,0.0156,-0.0273,0.9867,0.04995,-0.05087,0.98043,-0.05433,-0.38696,9.63223
5.6832,1.542529,-0.550958,-1.336271,1.044516,0.106908,-0.351338,-1.077198,9.75643,-0.0468,-0.117,1.0023,-0.02696,-0.1106,1.01134,-0.26437,-1.08461,9.91788,0.0702,-0.0156,0.936,0.03086,-0.04962,1.01398,-0.37236,-1.33773,9.86294,0.0156,-0.0546,0.9555,0.04431,-0.06983,0.9736,-0.68376,-0.8135,9.52299,-0.0546,-0.0234,1.0023,-0.01879,-0.04707,0.99613,-0.08487,-1.07295,9.7219
5.7051,-0.959757,-1.021501,10.191774,1.003935,0.043556,-0.131601,-1.135523,9.708514,-0.1677,-0.1287,0.9711,-0.1429,-0.12214,0.97927,-1.40134,-1.19774,9.60334,-0.0819,-0.0117,0.9165,-0.1171,-0.04587,0.99433,-0.35384,0.12579,9.8216,-0.1872,-0.0312,0.9867,-0.15229,-0.04741,1.00505,1.24262,-1.02171,9.84903,-0.1989,-0.0273,0.9984,-0.1601,-0.05087,0.9922,-0.01384,-2.44843,9.56009
5.7269,0.361673,-0.984731,3.430548,0.928124,0.04932,-0.028482,-0.878005,9.772962,-0.0624,-0.1014,0.9867,-0.04192,-0.09522,0.99531,-0.41107,-0.93377,9.76061,-0.0273,0.0039,0.936,-0.06398,-0.03087,1.01398,-0.1989,-0.41042,9.95765,-0.0975,-0.0546,0.9672,-0.06533,-0.06983,0.98539,0.38781,-0.79985,9.66802,-0.0858,-0.0429,1.0023,-0.04934,-0.0661,0.99613,0.10823,-1.36798,9.70556
5.7488,-1.95724,1.288242,2.067673,0.701458,0.05527,-0.018808,-0.845179,9.800401,-0.0468,-0.0897,0.9594,-0.02696,-0.08368,0.96724,-0.26437,-0.82063,9.48538,0.0,0.0117,0.9126,-0.03743,-0.02338,0.99041,-0.12507,-0.64458,9.7,-0.0858,-0.0663,0.9984,-0.05399,-0.08103,1.01685,0.26568,-0.74231,9.98644,-0.0624,-0.039,1.0335,-0.02643,-0.06229,1.02751,0.04853,-1.17319,10.02979
5.7706,-2.31916,-0.060098,-5.69553,0.68528,0.077205,-0.036024,-0.912829,9.716663,0.0546,-0.0897,0.9516,0.07028,-0.08368,0.95922,0.68923,-0.82063,9.40675,0.117,0.0117,0.9282,0.07639,-0.02338,1.00612,-0.11098,-1.77064,9.73742,0.0234,-0.0702,1.0023,0.05187,-0.08477,1.02078,-0.77373,-0.74256,10.00045,0.0234,-0.039,0.9945,0.05759,-0.06229,0.98828,0.05139,-0.31749,9.72204
5.7925,0.253307,0.391311,-4.866419,0.778888,0.059806,-0.168988,-0.703446,9.804947,0.0351,-0.0897,0.9867,0.05158,-0.08368,0.99531,0.50584,-0.82063,9.76061,0.0624,-0.0078,0.9321,0.02328,-0.04212,1.01005,-0.3001,-1.25884,9.83162,0.0234,-0.0702,0.9711,0.05187,-0.08477,0.98933,-0.76641,-0.69484,9.69576,0.0546,-0.0234,1.014,0.08815,-0.04707,1.0079,-0.11529,-0.03948,9.9318
5.8143,-0.638881,-1.817072,-3.066879,0.676731,0.057351,-0.21175,-1.063295,9.70469,-0.0078,-0.117,0.9672,0.01044,-0.1106,0.97526,0.1024,-1.08461,9.56402,0.0897,-0.0078,0.9516,0.04983,-0.04212,1.02969,-0.29507,-1.53782,9.99617,0.0,-0.0351,0.9789,0.02919,-0.05115,0.99719,-0.53495,-1.02582,9.72757,-0.0078,-0.0195,0.9789,0.02704,-0.04326,0.97259,-0.11938,-0.60493,9.531
5.8362,2.15135,0.090659,-2.89228,1.063951,0.047973,-0.168309,-1.010617,9.696646,0.0,-0.1209,1.0023,0.01792,-0.11444,1.01134,0.17575,-1.12232,9.91788,0.078,-0.0039,0.9243,0.03845,-0.03837,1.00219,-0.26256,-1.39841,9.73918,0.0078,-0.0507,0.9399,0.03675,-0.06609,0.95787,-0.60478,-0.82364,9.36714,-0.0156,-0.0351,1.0023,0.0194,-0.05849,0.99613,0.01835,-0.6981,9.76239
5.8580,-0.809798,0.544033,1.826526,1.066359,0.051984,-0.040675,-1.004753,9.752363,-0.0468,-0.117,0.975,-0.02696,-0.1106,0.98328,-0.26437,-1.08461,9.64265,0.0117,0.0078,0.9126,-0.02605,-0.02712,0.99041,-0.16059,-0.75604,9.68878,-0.0663,-0.0546,0.9867,-0.03508,-0.06983,1.00505,0.08687,-0.83838,9.84996,-0.0819,-0.0507,1.014,-0.04552,-0.07371,1.0079,0.17539,-1.33999,9.82805
5.8799,-0.166694,0.798389,6.926844,0.901932,0.058538,-0.049419,-0.856414,9.74887,-0.117,-0.0975,0.975,-0.09428,-0.09137,0.98328,-0.92455,-0.89605,9.64265,-0.0702,0.0078,0.9087,-0.10572,-0.02712,0.98648,-0.16969,0.02501,9.73155,-0.1404,-0.0585,0.9672,-0.10692,-0.07356,0.98539,0.79409,-0.75171,9.68533,-0.1287,-0.0429,1.0296,-0.09135,-0.0661,1.02359,0.10247,-1.8029,9.93594
5.9017,-3.071827,-0.649406,7.35357,0.718277,0.073751,-0.039252,-0.841509,9.727972,-0.1131,-0.0897,0.936,-0.09054,-0.08368,0.94318,-0.88787,-0.82063,9.24947,-0.0819,0.0078,0.9243,-0.1171,-0.02712,1.00219,-0.16921,0.12004,9.8964,-0.1482,-0.0624,1.0023,-0.11448,-0.0773,1.02078,0.85871,-0.76705,10.03586,-0.1404,-0.0351,1.0101,-0.10281,-0.05849,1.00397,0.04136,-1.8984,9.73015
5.9236,-0.843365,0.399404,0.515494,0.391362,0.089362,-0.155652,-0.737494,9.754589,-0.0312,-0.0741,0.9711,-0.012,-0.0683,0.97927,-0.11766,-0.66979,9.60334,-0.0078,0.0039,0.9165,-0.04501,-0.03087,0.99433,-0.19898,-0.57547,9.74677,-0.0312,-0.0663,0.9828,-0.00106,-0.08103,1.00112,-0.24929,-0.73368,9.81924,-0.0429,-0.0273,1.014,-0.00733,-0.05087,1.0079,-0.05667,-0.97104,9.84902
5.9454,-1.644242,-1.264319,-4.799929,0.537664,0.025959,-0.190717,-0.847388,9.730454,0.0273,-0.0936,0.9594,0.0441,-0.08753,0.96724,0.43249,-0.85834,9.48538,0.0819,-0.0039,0.9438,0.04225,-0.03837,1.02183,-0.26,-1.45538,9.9269,0.0273,-0.0585,0.9945,0.05565,-0.07356,1.01292,-0.80527,-0.84024,9.90631,0.0312,-0.0195,0.9828,0.06523,-0.04326,0.97651,-0.13009,-0.23558,9.60323
5.9673,0.84505,-0.262154,-8.796145,0.695058,0.057031,-0.191423,-0.948553,9.699322,0.0819,-0.1053,0.9828,0.09646,-0.09906,0.9913,0.94597,-0.97148,9.72129,0.1521,-0.0039,0.9399,0.11054,-0.03837,1.01791,-0.253,-2.11744,9.81908,0.0819,-0.0546,0.9555,0.10858,-0.06983,0.9736,-1.31353,-0.83199,9.50496,0.0702,-0.0195,0.9945,0.10342,-0.04326,0.98828,-0.14513,0.1267,9.75196
5.9892,0.859859,0.137083,-3.613392,0.879189,0.050202,-0.077086,-1.075947,9.736479,0.0312,-0.1209,0.9906,0.04784,-0.11444,0.99931,0.46917,-1.12232,9.79993,0.0897,0.0,0.9282,0.04983,-0.03462,1.00612,-0.22413,-1.51296,9.76555,0.0039,-0.039,0.9633,0.03297,-0.05489,0.98146,-0.56956,-0.96687,9.5798,-0.0156,-0.0351,1.0062,0.0194,-0.05849,1.00005,0.01618,-0.70163,9.80064
6.0110,0.932111,1.267361,-1.976288,1.074591,0.039341,0.022642,-0.975805,9.722237,0.0117,-0.1131,0.9945,0.02914,-0.10675,1.00332,0.28578,-1.0469,9.83925,0.0624,0.0039,0.9048,0.02328,-0.03087,0.98255,-0.19284,-1.22954,9.56232,-0.0312,-0.0468,0.9633,-0.00106,-0.06236,0.98146,-0.2386,-0.88473,9.60063,-0.0195,-0.0585,1.014,0.01558,-0.08132,1.0079,0.23622,-0.74206,9.88676
6.0329,0.167526,0.867462,3.509674,1.166355,0.045942,-0.087144,-0.863764,9.709598,-0.0819,-0.1092,0.9789,-0.06062,-0.10291,0.98729,-0.59446,-1.00919,9.68197,-0.0234,0.0,0.9048,-0.06019,-0.03462,0.98255,-0.23867,-0.41593,9.64763,-0.0897,-0.0624,0.9633,-0.05777,-0.0773,0.98146,0.31219,-0.72371,9.63909,-0.078,-0.0507,1.0179,-0.0417,-0.07371,1.01182,0.17237,-1.30623,9.8697
6.0548,-3.193143,-0.690736,6.916929,0.902802,0.077663,0.046202,-0.959378,9.700601,-0.0975,-0.1014,0.936,-0.07558,-0.09522,0.94318,-0.74116,-0.93377,9.24947,-0.0546,0.0039,0.9204,-0.09054,-0.03087,0.99826,-0.2035,-0.13543,9.83142,-0.1638,-0.0546,1.0062,-0.1296,-0.06983,1.02471,1.00843,-0.84101,10.06692,-0.1443,-0.0429,1.0023,-0.10663,-0.0661,0.99613,0.12105,-1.92731,9.65459
6.0766,-0.206953,-0.389228,0.392168,0.749008,0.040264,-0.099244,-0.656083,9.737342,-0.0312,-0.0741,0.9789,-0.012,-0.0683,0.98729,-0.11766,-0.66979,9.68197,0.0,0.0,0.9243,-0.03743,-0.03462,1.00219,-0.23405,-0.65791,9.81604,-0.0585,-0.0819,0.9711,-0.02752,-0.09598,0.98933,0.00788,-0.56347,9.73495,-0.0195,-0.0273,0.9984,0.01558,-0.05087,0.9922,-0.05314,-0.73316,9.7164
