t_sec,alpha_x,alpha_y,alpha_z,omega_z_abs,residual_rms,a_c_x,a_c_y,a_c_z,s1_raw_x,s1_raw_y,s1_raw_z,s1_cal_x,s1_cal_y,s1_cal_z,s1_disk_x,s1_disk_y,s1_disk_z,s2_raw_x,s2_raw_y,s2_raw_z,s2_cal_x,s2_cal_y,s2_cal_z,s2_disk_x,s2_disk_y,s2_disk_z,s3_raw_x,s3_raw_y,s3_raw_z,s3_cal_x,s3_cal_y,s3_cal_z,s3_disk_x,s3_disk_y,s3_disk_z,s4_raw_x,s4_raw_y,s4_raw_z,s4_cal_x,s4_cal_y,s4_cal_z,s4_disk_x,s4_disk_y,s4_disk_z
11.0502,-2.010534,0.010299,7.465387,0.971564,0.06903,0.036851,-0.941517,9.674963,-0.1092,-0.1014,0.9477,-0.0868,-0.09522,0.95521,-0.85119,-0.93377,9.36743,-0.0624,0.0078,0.9087,-0.09813,-0.02712,0.98648,-0.16886,-0.049,9.72383,-0.1638,-0.0585,0.9867,-0.1296,-0.07356,1.00505,1.01178,-0.77501,9.88212,-0.1521,-0.0468,1.0101,-0.11427,-0.0699,1.00397,0.15568,-2.0083,9.72647
11.0720,-1.984071,-0.457733,1.686313,0.771536,0.05785,-0.052886,-0.699743,9.736279,-0.0507,-0.0858,0.9555,-0.0307,-0.07984,0.96323,-0.30104,-0.78292,9.44606,-0.0156,0.0039,0.9243,-0.0526,-0.03087,1.00219,-0.19895,-0.50945,9.83112,-0.0858,-0.0702,0.9945,-0.05399,-0.08477,1.01292,0.26537,-0.70017,9.95399,-0.0273,-0.0351,0.9984,0.00794,-0.05849,0.9922,0.02308,-0.80643,9.71394
11.0939,-1.95506,-1.123938,1.516554,0.604358,0.066155,-0.189031,-0.817923,9.759128,-0.0585,-0.0819,0.9555,-0.03818,-0.07599,0.96323,-0.3744,-0.74521,9.44606,0.0039,-0.0039,0.9399,-0.03363,-0.03837,1.01791,-0.26868,-0.71133,9.96581,-0.0585,-0.0702,0.9945,-0.02752,-0.08477,1.01292,0.00605,-0.70778,9.94656,-0.0585,-0.0195,0.9984,-0.02261,-0.04326,0.9922,-0.1191,-1.10736,9.67808
11.1158,-0.287951,-1.067059,-7.534432,0.719616,0.10469,-0.116963,-0.966667,9.748448,0.0897,-0.1014,0.9789,0.10394,-0.09522,0.98729,1.01932,-0.93377,9.68197,0.1326,0.0,0.9477,0.09157,-0.03462,1.02576,-0.21745,-1.93996,9.91465,0.0624,-0.0663,0.9789,0.08968,-0.08103,0.99719,-1.13747,-0.75382,9.75569,0.0312,-0.0195,0.9867,0.06523,-0.04326,0.98043,-0.13226,-0.23912,9.64148
11.1376,0.93496,0.580371,-4.047204,0.94607,0.068397,-0.071873,-0.917341,9.762475,0.0234,-0.117,0.9945,0.04036,-0.1106,1.00332,0.39581,-1.08461,9.83925,0.0858,0.0,0.9243,0.04604,-0.03462,1.00219,-0.22497,-1.47197,9.73109,-0.0078,-0.0507,0.9633,0.02163,-0.06609,0.98146,-0.46209,-0.85508,9.5999,0.0312,-0.0351,1.0101,0.06523,-0.05849,1.00397,0.00376,-0.25771,9.87967
11.1595,0.091968,1.115053,-6.268379,1.108016,0.043438,0.058755,-1.083504,9.689254,0.0741,-0.1248,0.9789,0.08898,-0.11829,0.98729,0.87261,-1.16003,9.68197,0.1365,0.0039,0.9126,0.09536,-0.03087,0.99041,-0.18414,-1.94057,9.56558,0.0156,-0.0429,0.9711,0.04431,-0.05862,0.98933,-0.68375,-0.94589,9.65843,0.0273,-0.0585,1.0062,0.06141,-0.08132,1.00005,0.2303,-0.28753,9.85103
11.1813,1.869328,0.742172,3.018588,1.254472,0.071321,0.055003,-1.062086,9.733808,-0.0429,-0.1248,1.0062,-0.02322,-0.11829,1.01535,-0.22769,-1.16003,9.9572,0.0078,0.0039,0.9087,-0.02984,-0.03087,0.98648,-0.19819,-0.71549,9.65469,-0.1014,-0.0546,0.9477,-0.06911,-0.06983,0.96573,0.42944,-0.76894,9.47865,-0.1092,-0.0546,1.0179,-0.07226,-0.07751,1.01182,0.21645,-1.60388,9.84469
11.2034,-3.278712,-0.710955,9.097731,0.9981,0.04161,-0.006276,-1.049527,9.678051,-0.1443,-0.1248,0.936,-0.12046,-0.11829,0.94318,-1.18128,-1.16003,9.24947,-0.078,0.0039,0.9126,-0.11331,-0.03087,0.99041,-0.20684,0.09457,9.77796,-0.1872,-0.039,1.0101,-0.15229,-0.05489,1.02865,1.23468,-0.98515,10.08882,-0.1677,-0.0429,0.9984,-0.12954,-0.0661,0.9922,0.12834,-2.1475,9.59595
11.2253,0.790251,-1.492697,3.753661,0.890449,0.038712,-0.114087,-0.64399,9.783265,-0.078,-0.078,0.9945,-0.05688,-0.07215,1.00332,-0.55778,-0.7075,9.83925,-0.0507,0.0,0.9399,-0.08675,-0.03462,1.01791,-0.2377,-0.19285,10.0195,-0.0975,-0.0858,0.9594,-0.06533,-0.09971,0.97753,0.37985,-0.49852,9.63694,-0.0663,-0.0273,0.9945,-0.03025,-0.05087,0.98828,-0.04072,-1.17709,9.63737
11.2471,-4.991762,-0.933096,1.362449,0.516298,0.044557,-0.118276,-0.753005,9.716552,-0.0507,-0.0819,0.9126,-0.0307,-0.07599,0.91913,-0.30104,-0.74521,9.01356,-0.0078,0.0039,0.9321,-0.04501,-0.03087,1.01005,-0.19726,-0.59144,9.90003,-0.0663,-0.0702,1.0296,-0.03508,-0.08477,1.04831,0.0719,-0.75929,10.29145,-0.039,-0.0273,0.9945,-0.00351,-0.05087,0.98828,-0.0467,-0.91607,9.66116
11.2691,-1.71226,-0.61208,-7.831554,0.681818,0.039356,-0.047593,-0.725295,9.72174,0.0819,-0.0819,0.9555,0.09646,-0.07599,0.96323,0.94597,-0.74521,9.44606,0.1131,0.0078,0.9399,0.0726,-0.02712,1.01791,-0.14686,-1.74607,9.85659,0.0507,-0.0741,0.9906,0.07834,-0.0885,1.00899,-1.03153,-0.6961,9.8844,0.0858,-0.039,0.9867,0.1187,-0.06229,0.98043,0.04205,0.2862,9.6999
11.2909,-0.611119,0.946959,-5.335109,1.076199,0.059453,-0.035646,-0.974537,9.659802,0.0546,-0.1209,0.9594,0.07028,-0.11444,0.96724,0.68923,-1.12232,9.48538,0.1053,0.0039,0.9165,0.06501,-0.03087,0.99433,-0.18701,-1.64855,9.63479,0.0195,-0.0585,0.9672,0.04809,-0.07356,0.98539,-0.72477,-0.79631,9.64183,0.0234,-0.0429,1.0101,0.05759,-0.0661,1.00397,0.07998,-0.33097,9.87721
11.3128,2.327581,0.714967,-4.090168,1.19984,0.040929,0.043773,-1.079789,9.675058,0.0468,-0.1326,1.0023,0.0628,-0.12598,1.01134,0.61587,-1.23545,9.91788,0.1014,0.0039,0.9165,0.06122,-0.03087,0.99433,-0.18743,-1.61154,9.63865,-0.0078,-0.0429,0.936,0.02163,-0.05862,0.95394,-0.45324,-0.88567,9.32202,-0.0039,-0.0546,1.0062,0.03086,-0.07751,1.00005,0.19988,-0.58649,9.82168
11.3347,0.719206,0.706777,0.538301,1.251221,0.025844,0.016109,-1.040203,9.713182,-0.0195,-0.1287,0.9906,-0.00078,-0.12214,0.99931,-0.00763,-1.19774,9.79993,0.0351,0.0,0.9087,-0.00328,-0.03462,0.98648,-0.23206,-0.97496,9.62803,-0.0663,-0.0507,0.9633,-0.03508,-0.06609,0.98146,0.09359,-0.83876,9.61581,-0.0624,-0.0546,1.0101,-0.02643,-0.07751,1.00397,0.21053,-1.14935,9.80896
11.3566,-0.491072,-1.081415,6.248321,1.153374,0.050898,-0.017812,-0.895438,9.739183,-0.1014,-0.1092,0.9711,-0.07932,-0.10291,0.97927,-0.77784,-1.00919,9.60334,-0.0585,0.0,0.9321,-0.09434,-0.03462,1.01005,-0.23938,-0.11086,9.95059,-0.1404,-0.0624,0.9711,-0.10692,-0.0773,0.98933,0.79195,-0.7215,9.72905,-0.1248,-0.0468,1.0023,-0.08753,-0.0699,0.99613,0.15403,-1.74021,9.67375
11.3784,-3.420771,-0.334633,3.345375,1.028897,0.040424,-0.071785,-0.765023,9.763444,-0.0741,-0.0897,0.9399,-0.05314,-0.08368,0.94719,-0.5211,-0.82063,9.28879,-0.0273,0.0,0.9243,-0.06398,-0.03462,1.00219,-0.23694,-0.39889,9.84307,-0.0975,-0.0819,1.014,-0.06533,-0.09598,1.03258,0.36826,-0.61821,10.16451,-0.0702,-0.0429,1.0062,-0.03407,-0.0661,1.00005,0.10265,-1.22236,9.75741
11.4003,-1.581486,-0.070584,-2.807949,0.975867,0.039397,-0.057509,-0.649498,9.766737,0.0156,-0.078,0.9633,0.03288,-0.07215,0.97125,0.32246,-0.7075,9.5247,0.039,0.0039,0.9282,0.00051,-0.03087,1.00612,-0.19274,-1.03148,9.81538,-0.0117,-0.0936,0.9906,0.01785,-0.10718,1.00899,-0.44492,-0.49782,9.92956,0.0195,-0.0429,1.0023,0.05377,-0.0661,0.99613,0.08516,-0.36119,9.79731
11.4222,-2.677104,0.430163,-8.887327,1.132507,0.037909,0.023565,-0.774712,9.703183,0.1053,-0.0936,0.9438,0.1189,-0.08753,0.9512,1.16603,-0.85834,9.32811,0.1365,0.0039,0.9243,0.09536,-0.03087,1.00219,-0.18285,-1.95255,9.68053,0.0585,-0.0858,1.0023,0.0859,-0.09971,1.02078,-1.11203,-0.60765,10.01345,0.0897,-0.0585,0.9945,0.12252,-0.08132,0.98828,0.22312,0.3197,9.79065
11.4440,1.303462,0.341237,-2.10043,1.296377,0.02863,-0.014374,-0.92158,9.741464,0.0117,-0.1248,0.9984,0.02914,-0.11829,1.00733,0.28578,-1.16003,9.87856,0.0507,0.0,0.9204,0.01189,-0.03462,0.99826,-0.22912,-1.13495,9.72753,-0.0234,-0.0624,0.9555,0.0065,-0.0773,0.9736,-0.31575,-0.73027,9.54488,-0.0117,-0.0546,1.0062,0.02322,-0.07751,1.00005,0.20159,-0.66107,9.81488
11.4659,1.874311,0.241111,-0.714608,1.364623,0.07373,-0.0914,-1.218537,9.745914,-0.0273,-0.1482,1.0101,-0.00826,-0.14136,1.01936,-0.08098,-1.38629,9.99652,0.0741,0.0,0.9204,0.03466,-0.03462,0.99826,-0.22664,-1.35697,9.70436,-0.0234,-0.0429,0.9555,0.0065,-0.05862,0.9736,-0.30963,-0.91115,9.51669,-0.0702,-0.0585,1.0062,-0.03407,-0.08132,1.00005,0.25166,-1.21974,9.76608
11.4877,1.253385,-0.841145,7.086758,1.295977,0.066121,0.033752,-1.074958,9.659716,-0.1053,-0.1326,0.9828,-0.08306,-0.12598,0.9913,-0.81452,-1.23545,9.72129,-0.0507,0.0,0.9243,-0.08675,-0.03462,1.00219,-0.23942,-0.17687,9.86624,-0.156,-0.0429,0.9399,-0.12204,-0.05862,0.95787,0.95357,-0.8503,9.40042,-0.156,-0.0546,1.0023,-0.11809,-0.07751,0.99613,0.23537,-2.0372,9.65091
11.5096,-0.701496,0.323953,1.074407,1.135631,0.042863,0.010822,-0.759552,9.736637,-0.0273,-0.0975,0.9711,-0.00826,-0.09137,0.97927,-0.08098,-0.89605,9.60334,0.0,0.0078,0.9165,-0.03743,-0.02712,0.99433,-0.1614,-0.64903,9.73868,-0.0741,-0.0858,0.975,-0.04265,-0.09971,0.99326,0.15392,-0.5289,9.78292,-0.0429,-0.0468,1.0101,-0.00733,-0.0699,1.00397,0.13175,-0.96422,9.82161
11.5315,-2.803359,-0.61823,-1.752636,1.038078,0.075536,-0.064294,-0.728404,9.750591,0.0,-0.078,0.9477,0.01792,-0.07215,0.95521,0.17575,-0.7075,9.36743,0.039,0.0,0.9321,0.00051,-0.03462,1.01005,-0.22907,-1.03592,9.85406,-0.0234,-0.0936,1.0062,0.0065,-0.10718,1.02471,-0.33744,-0.51842,10.08509,-0.0117,-0.0468,0.9945,0.02322,-0.0699,0.98828,0.13358,-0.65177,9.69579
11.5534,-2.752115,0.191301,-8.468406,1.16466,0.058866,0.012159,-0.64672,9.725051,0.1053,-0.0858,0.9399,0.1189,-0.07984,0.94719,1.16603,-0.78292,9.28879,0.1092,0.0,0.9321,0.0688,-0.03462,1.01005,-0.22164,-1.70197,9.78455,0.0546,-0.0975,0.9984,0.08212,-0.11092,1.01685,-1.07774,-0.49207,9.99333,0.0975,-0.0546,0.9984,0.13016,-0.07751,0.9922,0.182,0.39008,9.83353
11.5752,0.192024,-0.68469,-5.217942,1.263573,0.037034,-0.043869,-0.846509,9.743034,0.0468,-0.1131,0.9828,0.0628,-0.10675,0.9913,0.61587,-1.0469,9.72129,0.0936,-0.0039,0.9399,0.05363,-0.03837,1.01791,-0.25919,-1.5624,9.877,0.0117,-0.078,0.9672,0.04053,-0.09224,0.98539,-0.6568,-0.61326,9.67213,0.039,-0.0468,0.9906,0.07287,-0.0699,0.98436,0.12464,-0.16349,9.70172
11.5971,0.34313,-0.218033,2.965471,1.378414,0.103085,0.04684,-1.088435,9.713594,-0.0351,-0.1326,0.9828,-0.01574,-0.12598,0.9913,-0.15434,-1.23545,9.72129,0.0,0.0,0.9204,-0.03743,-0.03462,0.99826,-0.23448,-0.65392,9.77773,-0.0897,-0.0585,0.9633,-0.05777,-0.07356,0.98146,0.31341,-0.75989,9.63345,-0.1209,-0.0585,1.0062,-0.08371,-0.08132,1.00005,0.26277,-1.70449,9.72191
11.6190,1.078535,-0.288348,5.201642,1.394971,0.035558,0.066825,-1.055353,9.750135,-0.0858,-0.1326,0.9984,-0.06436,-0.12598,1.00733,-0.63113,-1.23545,9.87856,-0.0195,0.0039,0.9204,-0.0564,-0.03087,0.99826,-0.19979,-0.46845,9.79667,-0.1365,-0.0546,0.9594,-0.10314,-0.06983,0.97753,0.7601,-0.77704,9.60246,-0.1248,-0.0663,1.0062,-0.08753,-0.08893,1.00005,0.33813,-1.74046,9.72285
11.6408,-0.320865,0.88668,1.981102,1.178228,0.07889,0.160196,-0.838353,9.751908,-0.0156,-0.1014,0.9828,0.00296,-0.09522,0.9913,0.02905,-0.93377,9.72129,-0.0039,0.0039,0.9048,-0.04122,-0.03087,0.98255,-0.19986,-0.60049,9.62796,-0.1131,-0.0663,0.9789,-0.08045,-0.08103,0.99719,0.52958,-0.70487,9.80343,-0.0585,-0.0624,1.014,-0.02261,-0.08513,1.0079,0.28202,-1.11429,9.85495
11.6626,-1.859022,0.385094,-5.327014,1.173694,0.057204,0.071012,-0.711676,9.71429,0.0663,-0.0897,0.9516,0.0815,-0.08368,0.95922,0.79926,-0.82063,9.40675,0.0819,0.0039,0.9243,0.04225,-0.03087,1.00219,-0.18863,-1.43452,9.73459,0.0,-0.0897,0.9867,0.02919,-0.10345,1.00505,-0.55391,-0.53129,9.88265,0.0507,-0.0585,1.0023,0.08433,-0.08132,0.99613,0.22734,-0.06026,9.83317
11.6845,-1.595884,0.408199,-4.02828,1.321691,0.028617,-0.048964,-0.693546,9.729107,0.0273,-0.0975,0.9594,0.0441,-0.09137,0.96724,0.43249,-0.89605,9.48538,0.0624,-0.0039,0.9204,0.02328,-0.03837,0.99826,-0.26464,-1.24641,9.71631,0.0,-0.0975,0.9867,0.02919,-0.11092,1.00505,-0.55636,-0.45894,9.89393,0.039,-0.0546,1.0023,0.07287,-0.07751,0.99613,0.19265,-0.17278,9.82081
11.7063,-1.365364,-1.520158,-1.635849,1.293544,0.027921,-0.060152,-0.823422,9.739242,0.0,-0.1131,0.9633,0.01792,-0.10675,0.97125,0.17575,-1.0469,9.5247,0.0351,-0.0078,0.9438,-0.00328,-0.04212,1.02183,-0.3017,-1.0118,9.9736,-0.0312,-0.078,0.9867,-0.00106,-0.09224,1.00505,-0.25388,-0.63112,9.87423,-0.0078,-0.0468,0.9828,0.02704,-0.0699,0.97651,0.13922,-0.60388,9.58444
11.7284,0.440248,-0.190681,1.489596,1.394601,0.076775,0.053194,-0.918153,9.719317,-0.039,-0.1248,0.9867,-0.01948,-0.11829,0.99531,-0.19101,-1.16003,9.76061,0.0195,-0.0039,0.9204,-0.01846,-0.03837,0.99826,-0.26917,-0.83938,9.75878,-0.1014,-0.0663,0.9633,-0.06911,-0.08103,0.98146,0.4221,-0.68427,9.64791,-0.0468,-0.0585,0.9984,-0.01115,-0.08132,0.9922,0.25086,-0.98894,9.70997
11.7503,0.156842,-0.426753,8.091962,1.282342,0.045017,0.04742,-0.948364,9.789908,-0.1287,-0.1248,0.9906,-0.1055,-0.11829,0.99931,-1.03458,-1.16003,9.79993,-0.078,0.0039,0.9204,-0.11331,-0.03087,0.99826,-0.20598,0.08659,9.85459,-0.1755,-0.0507,0.975,-0.14095,-0.06609,0.99326,1.12811,-0.8262,9.75978,-0.1404,-0.0624,1.0101,-0.10281,-0.08513,1.00397,0.30213,-1.89381,9.74534
11.7722,-0.30692,1.603037,-0.386208,1.192972,0.051023,0.092021,-0.812747,9.741916,-0.0039,-0.1053,0.975,0.01418,-0.09906,0.98328,0.13908,-0.97148,9.64265,0.0273,0.0078,0.9048,-0.01087,-0.02712,0.98255,-0.1598,-0.89606,9.5967,-0.0702,-0.0702,0.9711,-0.03887,-0.08477,0.98933,0.12268,-0.66873,9.72123,-0.0156,-0.0624,1.0257,0.0194,-0.08513,1.01967,0.26612,-0.71472,10.00708
11.7941,-1.025662,0.441088,-6.707613,1.194393,0.049939,0.080802,-0.777269,9.766865,0.0741,-0.0975,0.975,0.08898,-0.09137,0.98328,0.87261,-0.89605,9.64265,0.1131,0.0078,0.9243,0.0726,-0.02712,1.00219,-0.14858,-1.73009,9.70333,0.0156,-0.0819,0.9906,0.04431,-0.09598,1.00899,-0.70056,-0.61396,9.90522,0.0702,-0.0663,0.9984,0.10342,-0.08893,0.9922,0.29974,0.13103,9.81625
11.8160,-0.929255,-0.085557,-2.657481,1.311671,0.040166,-0.147021,-0.79525,9.738816,0.0039,-0.1053,0.9672,0.02166,-0.09906,0.97526,0.21243,-0.97148,9.56402,0.0507,-0.0156,0.9282,0.01189,-0.04962,1.00612,-0.37528,-1.14473,9.80562,-0.0039,-0.0858,0.9789,0.02541,-0.09971,0.99719,-0.51381,-0.55445,9.80191,0.0039,-0.0429,1.0023,0.0385,-0.0661,0.99613,0.08858,-0.51034,9.78372
11.8378,-0.752982,-1.120928,-1.332445,1.425376,0.051869,-0.208613,-0.795417,9.752602,-0.0273,-0.117,0.975,-0.00826,-0.1106,0.98328,-0.08098,-1.08461,9.64265,0.0234,-0.0195,0.936,-0.01466,-0.05336,1.01398,-0.41407,-0.89415,9.90965,-0.0078,-0.0819,0.9828,0.02163,-0.09598,1.00112,-0.47646,-0.5955,9.83542,-0.0078,-0.0468,0.9867,0.02704,-0.0699,0.98043,0.13706,-0.60741,9.62269
11.8597,-0.421454,-1.154386,7.038464,1.341531,0.050544,-0.045063,-0.872757,9.697215,-0.117,-0.117,0.9672,-0.09428,-0.1106,0.97526,-0.92455,-1.08461,9.56402,-0.0702,-0.0039,0.9282,-0.10572,-0.03837,1.00612,-0.27781,0.0037,9.92423,-0.1482,-0.0741,0.9633,-0.11448,-0.0885,0.98146,0.8642,-0.59887,9.67191,-0.1326,-0.0468,0.9984,-0.09517,-0.0699,0.9922,0.1579,-1.81125,9.6287
11.8815,0.352804,1.44744,2.658773,1.313085,0.060573,0.168067,-0.816047,9.748178,-0.0312,-0.1053,0.9828,-0.012,-0.09906,0.9913,-0.11766,-0.97148,9.72129,-0.0117,0.0117,0.9048,-0.04881,-0.02338,0.98255,-0.12717,-0.52559,9.63495,-0.117,-0.078,0.9594,-0.08423,-0.09224,0.97753,0.56753,-0.56543,9.63097,-0.0663,-0.0702,1.0296,-0.03025,-0.09274,1.02359,0.34957,-1.20169,10.0055
11.9034,-1.863382,0.728102,-0.811514,1.130414,0.053612,0.127345,-0.672026,9.754137,0.0,-0.0936,0.9594,0.01792,-0.08753,0.96724,0.17575,-0.85834,9.48538,0.0078,0.0234,0.9126,-0.02984,-0.01213,0.99041,-0.01398,-0.71725,9.69118,-0.0546,-0.0819,0.9945,-0.02374,-0.09598,1.01292,-0.03466,-0.60035,9.96241,0.0039,-0.0741,1.0101,0.0385,-0.09654,1.00397,0.38227,-0.51217,9.87758
11.9253,-0.303187,1.402111,-4.971662,1.199355,0.045324,0.080689,-0.767511,9.701287,0.0624,-0.0975,0.9711,0.07776,-0.09137,0.97927,0.76258,-0.89605,9.60334,0.0819,0.0078,0.9087,0.04225,-0.02712,0.98648,-0.15359,-1.4181,9.58096,0.0,-0.0819,0.9672,0.02919,-0.09598,0.98539,-0.54689,-0.57382,9.68095,0.039,-0.0624,1.014,0.07287,-0.08513,1.0079,0.26066,-0.18207,9.9399
11.9472,-0.55318,-0.9968,-5.380631,1.191737,0.026332,-0.052613,-0.840226,9.731434,0.0507,-0.1053,0.975,0.06654,-0.09906,0.98328,0.65255,-0.97148,9.64265,0.0936,-0.0039,0.9399,0.05363,-0.03837,1.01791,-0.25919,-1.5624,9.877,0.0195,-0.078,0.9789,0.04809,-0.09224,0.99719,-0.73364,-0.63333,9.78427,0.0351,-0.0468,0.9828,0.06905,-0.0699,0.97651,0.12982,-0.1937,9.62182
11.9691,-0.051445,-1.463494,2.732157,1.444942,0.072797,-0.091725,-0.94374,9.734432,-0.0624,-0.117,0.9789,-0.04192,-0.1106,0.98729,-0.41107,-1.08461,9.68197,0.0039,-0.0234,0.9399,-0.03363,-0.05711,1.01791,-0.45246,-0.71357,9.96763,-0.0936,-0.0741,0.9672,-0.06155,-0.0885,0.98539,0.34465,-0.62006,9.69514,-0.0858,-0.0468,0.9906,-0.04934,-0.0699,0.98436,0.15198,-1.35672,9.59298
11.9910,-0.951789,-0.615051,4.598902,1.103848,0.05752,0.054435,-0.876076,9.709617,-0.0663,-0.1014,0.9672,-0.04566,-0.09522,0.97526,-0.44775,-0.93377,9.56402,-0.0351,0.0039,0.9204,-0.07157,-0.03087,0.99826,-0.20144,-0.32044,9.81211,-0.1287,-0.0663,0.9789,-0.09558,-0.08103,0.99719,0.67776,-0.70052,9.80768,-0.1053,-0.0507,0.9984,-0.06844,-0.07371,0.9922,0.18917,-1.54958,9.65466
12.0129,-1.167242,0.573544,1.956099,1.133859,0.087875,0.214374,-0.797018,9.764826,-0.0078,-0.0897,0.9711,0.01044,-0.08368,0.97927,0.1024,-0.82063,9.60334,-0.0039,0.0156,0.9126,-0.04122,-0.01963,0.99041,-0.08873,-0.60713,9.7035,-0.1131,-0.0819,0.9867,-0.08045,-0.09598,1.00505,0.52285,-0.5721,9.90215,-0.0663,-0.0663,1.014,-0.03025,-0.08893,1.0079,0.32098,-1.18821,9.85032
12.0348,-1.269542,1.949724,-4.231959,1.147509,0.034211,0.160599,-0.678318,9.730337,0.0624,-0.0897,0.9672,0.07776,-0.08368,0.97526,0.76258,-0.82063,9.56402,0.0624,0.0156,0.897,0.02328,-0.01963,0.97469,-0.08343,-1.2202,9.48459,-0.0234,-0.0897,0.9867,0.0065,-0.10345,1.00505,-0.33164,-0.52477,9.88902,0.0429,-0.0663,1.0179,0.07669,-0.08893,1.01182,0.29489,-0.14767,9.98372
12.0566,-1.543517,0.111626,-5.924825,1.281745,0.041828,0.053096,-0.751721,9.751371,0.0741,-0.0975,0.9672,0.08898,-0.09137,0.97526,0.87261,-0.89605,9.56402,0.0897,0.0039,0.9243,0.04983,-0.03087,1.00219,-0.18781,-1.50852,9.72686,0.0195,-0.0936,0.9945,0.04809,-0.10718,1.01292,-0.7422,-0.51249,9.95916,0.0468,-0.0624,0.9945,0.08051,-0.08513,0.98828,0.26978,-0.08982,9.75544
12.0785,-0.226838,-0.828107,-2.682245,1.235361,0.020219,-0.134136,-0.88666,9.759246,0.0039,-0.1131,0.9828,0.02166,-0.10675,0.9913,0.21243,-1.0469,9.72129,0.0585,-0.0117,0.936,0.01948,-0.04587,1.01398,-0.33684,-1.22627,9.87416,-0.0039,-0.0702,0.9789,0.02541,-0.08477,0.99719,-0.50892,-0.69915,9.77936,-0.0039,-0.0429,0.9906,0.03086,-0.0661,0.98436,0.09679,-0.57432,9.66217
12.1004,1.307394,-1.99633,2.426984,1.44578,0.099334,0.020131,-0.927809,9.748426,-0.0468,-0.1248,0.9906,-0.02696,-0.11829,0.99931,-0.26437,-1.16003,9.79993,0.0039,-0.0117,0.9555,-0.03363,-0.04587,1.03362,-0.34047,-0.72821,10.1198,-0.1092,-0.0702,0.9438,-0.07667,-0.08477,0.9618,0.49955,-0.61609,9.46523,-0.0702,-0.0507,0.9906,-0.03407,-0.07371,0.98436,0.18582,-1.20691,9.60874
12.1223,-0.261262,-0.798687,11.331918,1.283692,0.032951,0.001725,-0.896551,9.835873,-0.1716,-0.1131,0.9945,-0.14664,-0.10675,1.00332,-1.43802,-1.0469,9.83925,-0.1248,0.0,0.9204,-0.15883,-0.03462,0.99826,-0.24769,0.53017,9.90129,-0.2106,-0.0663,0.9867,-0.17497,-0.08103,1.00505,1.45388,-0.6896,9.90613,-0.1911,-0.0546,1.0101,-0.15246,-0.07751,1.00397,0.23873,-2.37987,9.69683
12.1442,-2.781553,1.374995,3.138487,1.15174,0.054359,0.15531,-0.659029,9.700612,-0.0429,-0.0819,0.9399,-0.02322,-0.07599,0.94719,-0.22769,-0.74521,9.28879,-0.0351,0.0234,0.897,-0.07157,-0.01213,0.97469,-0.02024,-0.29424,9.58039,-0.1131,-0.0975,0.9945,-0.08045,-0.11092,1.01292,0.51612,-0.43933,10.00087,-0.0624,-0.0702,1.0218,-0.02643,-0.09274,1.01574,0.35305,-1.15733,9.93239
12.1660,-2.69996,0.889348,-4.944043,0.995449,0.096423,0.222465,-0.441537,9.710048,0.0897,-0.0702,0.9399,0.10394,-0.06445,0.94719,1.01932,-0.63208,9.28879,0.0273,0.0234,0.9126,-0.01087,-0.01213,0.99041,-0.01192,-0.90226,9.67187,-0.0156,-0.1014,0.9945,0.01406,-0.11465,1.01292,-0.41124,-0.43035,9.97998,0.078,-0.0663,1.0062,0.11106,-0.08893,1.00005,0.2937,0.19854,9.89955
12.1879,-0.460163,0.620206,-4.660887,1.236161,0.077031,-0.074464,-0.851069,9.770886,0.0312,-0.1014,0.9867,0.04784,-0.09522,0.99531,0.46917,-0.93377,9.76061,0.0975,0.0,0.9165,0.05742,-0.03462,0.99433,-0.2246,-1.57499,9.64288,0.0156,-0.0897,0.9867,0.04431,-0.10345,1.00505,-0.7021,-0.53564,9.87841,0.0195,-0.0507,1.0023,0.05377,-0.07371,0.99613,0.15967,-0.35988,9.80165
12.2099,0.948993,-1.575553,-4.378167,1.31757,0.049392,-0.132326,-0.887909,9.701522,0.0273,-0.1209,0.9867,0.0441,-0.11444,0.99531,0.43249,-1.12232,9.76061,0.0819,-0.0078,0.9477,0.04225,-0.04212,1.02576,-0.29632,-1.45982,9.96558,0.0195,-0.078,0.9516,0.04809,-0.09224,0.96966,-0.72723,-0.59157,9.51767,0.0156,-0.039,0.9789,0.04995,-0.06229,0.97259,0.06176,-0.37792,9.56224
12.2318,0.934791,-1.808992,4.843467,1.278342,0.085922,-0.164252,-0.904413,9.757998,-0.0936,-0.1248,0.9945,-0.07184,-0.11829,1.00332,-0.70449,-1.16003,9.83925,-0.0585,-0.0078,0.9399,-0.09434,-0.04212,1.01791,-0.31204,-0.11974,10.02796,-0.0858,-0.0624,0.9594,-0.05399,-0.0773,0.97753,0.27606,-0.71883,9.59994,-0.1131,-0.039,0.9906,-0.07608,-0.06229,0.98436,0.08346,-1.61905,9.56485
